lights,T2,RH_out,time
-0.337004096417083,-1.0263408573578008,-0.5351703243488192,-1.0539706200025603
-0.337004096417083,-1.0337160119735211,-0.5444961204084887,-1.0296879635613247
-0.337004096417083,-1.0573165160365188,-0.5538219170277058,-1.0054053071200892
-0.337004096417083,-1.0779669551556628,-0.5258445277296022,-0.9811226506788538
-0.337004096417083,-1.0779669551556628,-0.49786713843149877,-0.9568399942376183
-0.337004096417083,-1.0779669551556628,-0.46988974913339526,-0.9325573377963828
-0.337004096417083,-1.0779669551556628,-0.4419123598352918,-0.9082746813551474
-0.337004096417083,-1.0779669551556628,-0.4139349705371883,-0.8839920249139119
-0.337004096417083,-1.0779669551556628,-0.3859575812390848,-0.8597093684726765
-0.337004096417083,-1.0779669551556628,-0.3952833778583018,-0.835426712031441
-0.337004096417083,-1.0779669551556628,-0.40460917391797135,-0.8111440555902056
-0.337004096417083,-1.0632166407616155,-0.4139349705371883,-0.7868613991489701
-0.337004096417083,-1.0263408573578008,-0.42326076715640526,-0.7625787427077347
-0.337004096417083,-1.0189657027420822,-0.4325865632160748,-0.7382960862664992
-0.337004096417083,-0.9850399791195126,-0.4419123598352918,-0.7140134298252637
-0.337004096417083,-0.9894650739539878,-0.5258445277296022,-0.6897307733840283
-0.337004096417083,-0.9747147595599406,-0.6097766956239127,-0.6654481169427928
-0.337004096417083,-0.9415265560452911,-0.6937088635182231,-0.6411654605015574
-0.337004096417083,-0.8515496397903842,-0.7776410314125336,-0.6168828040603219
-0.337004096417083,-0.5513807576174781,-0.8615731993068441,-0.5926001476190865
-0.337004096417083,-0.06019531359248476,-0.9455053672011545,-0.568317491177851
-0.337004096417083,0.30354742191510375,-0.9361795705819376,-0.5440348347366156
-0.337004096417083,0.6463447112929033,-0.926853774522268,-0.5197521782953801
-0.337004096417083,1.0159875715255904,-0.9175279779030511,-0.49546952185414467
-0.337004096417083,1.3469846114531945,-0.9082021812838341,-0.4711868654129092
-0.337004096417083,1.6458259646594973,-0.8988763852241646,-0.44690420897167377
-0.337004096417083,1.826369806027994,-0.8895505886049476,-0.4226215525304383
-0.337004096417083,1.9628102051383658,-0.9548311638203716,-0.39833889608920287
-0.337004096417083,1.9628102051383658,-1.0201117384762481,-0.37405623964796736
-0.337004096417083,2.0402493518351568,-1.0853923136916719,-0.3497735832067319
-0.337004096417083,2.2246282740168355,-1.1506728889070958,-0.32549092676549646
-0.337004096417083,2.3696238557855125,-1.2159534635629725,-0.301208270324261
-0.337004096417083,2.464320868722931,-1.2812340387783965,-0.27692561388302556
-0.337004096417083,2.5017866661480377,-1.3931435959708103,-0.2526429574417901
-0.337004096417083,2.56536051948272,-1.5050531531632243,-0.22836030100055466
-0.337004096417083,2.5874859884924875,-1.6169627103556383,-0.20407764455931918
-0.337004096417083,2.5874859884924875,-1.7288722675480521,-0.17979498811808373
-0.337004096417083,2.5874859884924875,-1.8407818247404661,-0.15551233167684828
-0.337004096417083,2.5874859884924875,-1.9526913819328802,-0.13122967523561282
-0.337004096417083,2.5771607689329135,-1.9899945678502005,-0.10694701879437736
-0.337004096417083,2.4952965274016474,-2.0272977532079737,-0.08266436235314191
-0.337004096417083,2.4584207439978343,-2.064600939125294,-0.05838170591190645
-0.337004096417083,2.4008945214748754,-2.1019041250426147,-0.034099049470670995
-0.337004096417083,2.3809815973010413,-2.1392073104003875,-0.009816393029435539
-0.337004096417083,2.3662312829069942,-2.176510496317708,0.014466263411799917
