lights,T2,RH_out,time
3.1539740276496437,-0.33886592768651197,0.7974173220074706,0.7316053485672829
3.1539740276496437,-0.33886592768651197,0.7974173220074706,0.7556253760456315
3.1539740276496437,-0.33886592768651197,0.7974173220074706,0.7796454035239802
4.372855542229644,-0.33886592768651197,0.7974173220074706,0.8036654310023287
4.372855542229644,-0.33886592768651197,0.7974173220074706,0.8276854584806773
4.372855542229644,-0.33886592768651197,0.7974173220074706,0.851705485959026
5.591737056809644,-0.33886592768651197,0.7974173220074706,0.8757255134373745
5.591737056809644,-0.33886592768651197,0.7855643396738874,0.8997455409157231
4.372855542229644,-0.33886592768651197,0.7737113580514827,0.9237655683940718
4.372855542229644,-0.320956405205369,0.7618583757178995,0.9477855958724203
8.029500085969644,-0.24533841940615547,0.7500053933843164,0.9718056233507689
6.810618571389645,-0.20354953361682335,0.7381524117619117,0.9958256508291176
5.591737056809644,-0.11997176203815908,0.7262994294283285,1.019845678307466
4.372855542229644,-0.02246436385299789,0.6907404831387574,1.0438657057858147
0.7162109984896435,0.053153621946215666,0.6551815368491863,1.0678857332641634
0.7162109984896435,0.15862080591082756,0.6196225905596152,1.091905760742512
0.7162109984896435,0.23821868758468712,0.5840636442700442,1.1159257882208606
3.1539740276496437,0.2581181550182303,0.5485046979804731,1.139945815699209
3.1539740276496437,0.2581181550182303,0.5129457516909021,1.1639658431775577
4.372855542229644,0.2581181550182303,0.5010927693573188,1.1879858706559063
1.9350925130696437,0.2581181550182303,0.4892397877349141,1.212005898134255
4.372855542229644,0.2939371999805162,0.47738680540133094,1.2360259256126036
4.372855542229644,0.311846722461657,0.46553382306774777,1.2600459530909522
4.372855542229644,0.3516456632985868,0.45368084144534304,1.2840659805693009
3.1539740276496437,0.3934345490879189,0.44182785911175987,1.3080860080476493
1.9350925130696437,0.4372133798296534,0.45368084144534304,1.332106035525998
3.1539740276496437,0.4571128472631987,0.46553382306774777,1.3561260630043466
1.9350925130696437,0.5367107289370583,0.47738680540133094,1.3801460904826952
1.9350925130696437,0.5566101963706014,0.4892397877349141,1.4041661179610438
1.9350925130696437,0.5566101963706014,0.5010927693573188,1.4281861454393925
1.9350925130696437,0.6103387638140282,0.5129457516909021,1.452206172917741
1.9350925130696437,0.6103387638140282,0.5010927693573188,1.4762262003960895
1.9350925130696437,0.6700371720845032,0.4892397877349141,1.5002462278744382
3.1539740276496437,0.7138160028262377,0.47738680540133094,1.5242662553527868
1.9350925130696437,0.7357054211820245,0.46553382306774777,1.5482862828311355
